timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
335,14,117,0.719298239304,0.999999984615,0.861538448284,5,1,0,0,4.59829059829,7,0,0,1,0,0,0,-1,627,182.084285714,8000,843300,262942.857143,1039.78174603,3580.95661648,2816.61232691,0,0,0,0,0,0,0,1,0,0,0,0.199400009352,0.0285747559059,0.0285977619051,0.0285744964903,0.714852976347,0.530833333333,0.24875,0.0512820512821,0.00854700854701,0.857142857143,0.142857142857,0.435416666667,0.0625,0.8,-0.125,-0.125,-0.125,0.1875,-0.0625,0.3125,0.0625,1100
59,13,290,0.59233449271,0.999999994118,0.729411760415,7,6,1,1,4.6275862069,9,0,0,0,0,1,0,-1,650,136.888888889,11900,843300,333722.222222,2519.28615385,3844.78571429,2990.4034601,2000,5300,3850,1,0,0,0,0,0,0,0,0.0222515352813,0.0222233145595,0.133667240059,0.0222227132426,0.799635196858,0.444036796537,-0.0477651515152,0.0241379310345,0.0206896551724,0.538461538462,0.461538461538,0.348051948052,0.1,0.8,-0.348611111111,-1,-0.125,0.252272727273,-0.0318181818182,0.247727272727,0.0318181818182,1200
44,12,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,-1,967,166.065555556,6600,843300,428144.444444,1688.91666667,6825.93929816,4079.83792594,0,0,0,0,1,0,0,0,0,0,0,0.0222223898477,0.475787535624,0.0222223974186,0.45754538694,0.0222222901693,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2,0.1,0.2,11300
695,10,553,0.501831500912,0.999999996711,0.707236839779,3,3,1,0,4.34538878843,4,0,0,1,0,0,0,217,886,462.75,1600,69100,23550,1262,2573.38891566,1854.44745723,726,7100,2856,0,1,0,0,0,0,0,0,0.523915221706,0.0500011928775,0.321973686576,0.050000226104,0.0541096727371,0.538961800473,0.205367629786,0.0488245931284,0.0108499095841,0.818181818182,0.181818181818,0.418939393939,0.1,1,-0.255092592593,-0.5,-0.1,0,0,0.5,0,2200
303,8,837,0.467162329037,0.999999998031,0.631889762536,15,1,3,2,5.00836320191,10,0,0,0,0,0,1,-1,710,308.571428571,0,843300,103880,0,4112.57142857,1718.06291552,5200,5200,5200,0,1,0,0,0,0,0,0,0.0200009765677,0.0200009894803,0.919950173245,0.0200005976938,0.0200472630131,0.421069146273,0.0789176016727,0.026284348865,0.0131421744325,0.666666666667,0.333333333333,0.317942739079,0.1,0.8,-0.379797979798,-1,-0.05,0,0,0.5,0,1500
550,9,268,0.65671641546,0.999999993506,0.831168825772,8,3,0,3,4.19402985075,10,0,0,0,0,0,0,4,1400,460.571428571,0,843300,368900,0,5689.38427948,2621.69422701,3800,3800,3800,0,0,0,0,0,0,1,1,0.820682894879,0.0202260077172,0.117828876318,0.0212117274634,0.0200504936223,0.516343118687,0.101665088384,0.0597014925373,0.0410447761194,0.592592592593,0.407407407407,0.388920454545,0.1,1,-0.251767676768,-0.6,-0.05,0.9,0.5,0.4,0.5,4800
197,14,195,0.631578944044,0.999999992063,0.761904755858,11,1,1,9,4.99487179487,7,0,1,0,0,0,0,-1,703,321.714285714,8000,843300,224742.857143,2494.875,8047.1826215,4370.63685362,753,753,753,0,0,1,0,0,0,0,0,0.171254226221,0.425342574386,0.0285718521225,0.346239635734,0.0285917115367,0.543636363636,0.0868686868687,0.0358974358974,0.025641025641,0.583333333333,0.416666666667,0.600432900433,0.136363636364,1,-0.58,-0.7,-0.1,1,1,0.5,1,2300
55,14,780,0.440568474883,0.999999997706,0.633027521484,8,1,1,2,4.75512820513,5,0,0,0,0,0,1,-1,503,99.8,14000,843300,328600,1417.09803922,3415.70689385,2315.15815665,22600,22600,22600,0,0,0,0,1,0,0,0,0.0400001430467,0.0400000711748,0.839997332828,0.0400001134444,0.040002339506,0.408968253968,-0.023380952381,0.0128205128205,0.025641025641,0.333333333333,0.666666666667,0.387857142857,0.214285714286,0.55,-0.245297619048,-0.714285714286,-0.05,0,0,0.5,0,1000
692,10,556,0.471028036503,0.99999999696,0.607902733715,16,1,7,0,4.87050359712,10,1,0,0,0,0,0,217,2200,641.444444444,0,69100,33930,0,6433.33333333,2941.96539512,2200,2200,2200,0,0,0,0,1,0,0,0,0.0203443608379,0.0200487398777,0.0200893457632,0.0205320512089,0.918985502312,0.529627799736,0.224703557312,0.0539568345324,0.00719424460432,0.882352941176,0.117647058824,0.383156565657,0.1,0.8,-0.24375,-0.5,-0.1,1,0.85,0.5,0.85,2200
672,12,94,0.741935475893,0.999999980392,0.862745081123,4,3,1,0,4.34042553191,7,0,0,0,1,0,0,217,654,411.75,0,617900,101985.714286,0,4115.37627119,1978.49030699,6400,13300,9850,0,0,0,1,0,0,0,0,0.413287509549,0.0290392233543,0.500455750362,0.0286444617358,0.0285730549988,0.455909090909,0.194772727273,0.0744680851064,0.0106382978723,0.875,0.125,0.321103896104,0.1,0.6,-0.3,-0.3,-0.3,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,897
546,10,381,0.566037734323,0.999999995671,0.753246749986,8,0,1,0,4.54855643045,10,0,0,1,0,0,0,4,1100,358.833333333,0,843300,163270,0,7419.52173913,1929.43704135,0,0,0,0,0,0,1,0,0,0,0,0.715326196754,0.0200097450296,0.224645882355,0.0200170066445,0.0200011692169,0.486846784168,0.186315321583,0.0472440944882,0.010498687664,0.818181818182,0.181818181818,0.318064574315,0.0625,0.8,-0.127083333333,-0.166666666667,-0.05,0,0,0.5,0,277
239,9,581,0.544658492917,0.999999997059,0.741176468408,10,2,3,0,4.65576592083,8,0,0,1,0,0,0,-1,505,147.375,15500,843300,301375,3288.48235333,8156.99913793,4360.71610281,14600,14600,14600,0,0,1,0,0,0,0,0,0.761884641135,0.025020692975,0.0250092021855,0.162674427108,0.0254110365962,0.478163211058,0.153716994506,0.0567986230637,0.013769363167,0.80487804878,0.19512195122,0.312649219467,0.0333333333333,0.8,-0.306944444444,-0.7,-0.125,0,0,0.5,0,5200
202,9,329,0.576433119183,0.99999999505,0.70297029355,5,1,1,0,4.96352583587,7,1,0,0,0,0,0,-1,865,262.798571429,865,843300,189980.714286,865,4392.20233918,2780.93753498,10300,10300,10300,0,0,0,0,1,0,0,0,0.0288173080763,0.0285742964369,0.178434975083,0.178254666243,0.585918754161,0.324118165785,-0.0518298059965,0.0182370820669,0.0182370820669,0.5,0.5,0.204464285714,0.05,0.5,-0.362037037037,-0.7,-0.155555555556,0,0,0.5,0,945
409,11,1081,0.439069767033,0.999999998347,0.647933883227,12,0,1,0,4.67252543941,10,0,0,0,0,0,1,4,4200,944.75,0,843300,184090,0,9150,3360.9049113,0,0,0,1,0,0,0,0,0,0,0,0.11845779163,0.311016152683,0.158022149457,0.0200973640824,0.392406542148,0.583600393673,0.142761648264,0.054579093432,0.0212765957447,0.719512195122,0.280487804878,0.415116662998,0.1,1,-0.279434092478,-0.5,-0.05,0,0,0.5,0,13900
135,9,361,0.550724636085,0.999999995215,0.693779900987,4,4,1,0,4.99168975069,6,0,0,1,0,0,0,-1,417,82.6,0,843300,314083.333333,0,5049.15615616,3139.02204137,41700,41700,41700,0,1,0,0,0,0,0,0,0.699135261896,0.200141601972,0.0334024712441,0.0334111893887,0.0339094754995,0.288404040404,0.114232323232,0.0221606648199,0.01108033241,0.666666666667,0.333333333333,0.454545454545,0.1,1,-0.207638888889,-0.5,-0.05,0,0,0.5,0,479
648,10,661,0.522003034109,0.999999997455,0.709923662316,9,0,1,0,4.65658093797,7,0,0,1,0,0,0,217,2000,782.666666667,0,617900,188571.428571,0,11213.0434783,5031.26565877,0,0,0,0,0,0,0,0,0,1,1,0.746569612366,0.0285736272044,0.0296535405202,0.0285727513812,0.166630468528,0.383948863636,0.200692471591,0.0605143721634,0.0136157337368,0.816326530612,0.183673469388,0.371628787879,0.0333333333333,1,-0.176388888889,-0.3,-0.05,0,0,0.5,0,3000
576,9,143,0.692857137908,0.999999987654,0.827160483615,1,1,0,1,4.54545454545,6,0,0,0,0,0,0,4,116,55.6,0,690400,335366.666667,0,4903.04552023,3218.3949445,2900,2900,2900,0,1,0,0,0,0,0,0,0.0333464148368,0.0334077499047,0.428738938934,0.372459142767,0.132047753557,0.573571428571,-0.0139285714286,0.020979020979,0.020979020979,0.5,0.5,0.315476190476,0.285714285714,0.375,-0.266666666667,-0.5,-0.1,0,0,0.5,0,1000
69,11,131,0.664062494812,0.999999988764,0.719101115516,3,3,3,2,4.29770992366,8,0,0,0,0,0,0,-1,550,78.7985714286,0,843300,400662.5,0,6854.43706247,4197.08257261,14100,32500,23300,0,0,0,0,1,0,0,0,0.0250015872059,0.278820266653,0.0250009351425,0.646176494402,0.0250007165961,0.752777777778,-0.33125,0.0152671755725,0.030534351145,0.333333333333,0.666666666667,0.25,0.25,0.25,-0.66875,-1,-0.125,0.333333333333,0.25,0.166666666667,0.25,48500
725,10,536,0.541509432941,0.999999996732,0.735294115244,8,1,1,0,4.65485074627,8,0,0,0,0,1,0,217,343,278.6,0,37400,8862.5,0,2539.22424242,1111.92976876,0,0,0,0,0,0,0,0,0,1,1,0.0250130108311,0.0250035002058,0.275942871161,0.0250019722768,0.649038645525,0.51692325856,0.225574380165,0.0634328358209,0.0130597014925,0.829268292683,0.170731707317,0.422326203209,0.1,1,-0.230357142857,-0.4,-0.1,0,0,0.5,0,1600
366,14,155,0.616438351942,0.999999989247,0.709677411724,5,4,1,0,4.38709677419,6,0,0,1,0,0,0,-1,837,211.931666667,2100,843300,299533.333333,1265.33333333,3519.73541567,2711.86114725,608,1400,1000.66666667,0,1,0,0,0,0,0,0,0.226117689198,0.0333370526588,0.201453004247,0.0333350806778,0.505757173218,0.553535353535,0.394949494949,0.0387096774194,0,1,0,0.394949494949,0.05,1,0,0,0,0.333333333333,0.25,0.166666666667,0.25,1300
447,10,390,0.604838708052,0.999999996656,0.662207355645,20,3,0,16,5.13333333333,9,0,0,0,0,0,0,4,579,132.166666667,0,843300,387200,0,6038.68312102,2827.7740909,6800,13700,10250,0,0,0,0,1,0,0,0,0.0222239037337,0.0222454559356,0.0222232245352,0.911084406099,0.0222230096967,0.568686868687,0.262920875421,0.0461538461538,0.0102564102564,0.818181818182,0.181818181818,0.46654040404,0.1,1,-0.396875,-0.5,-0.1875,0,0,0.5,0,233400
541,12,200,0.610526312576,0.99999999187,0.682926823716,5,4,0,10,4.405,8,0,0,0,0,0,0,4,7600,1118.375,7600,843300,452612.5,3314.5679558,7800.80107527,5671.42076365,2600,2600,2600,0,1,0,0,0,0,0,0,0.0250004289341,0.025028415856,0.0250002485543,0.899970664376,0.0250002422798,0.771739130435,0.334782608696,0.095,0.005,0.95,0.05,0.457894736842,0.333333333333,1,-1,-1,-1,0.833333333333,0.333333333333,0.333333333333,0.333333333333,6600
11,16,0,0,0,0,0,0,16,1,0,10,0,0,0,0,0,1,-1,1100,172.9,9800,843300,197190,2139.01260504,5462.6691879,3028.12692619,0,0,0,0,0,0,0,0,0,1,1,0.0200850508586,0.020000577175,0.667561871966,0.272339664045,0.0200128359555,0,0,0,0,0,0,0,0,0,0,0,0,0.30303030303,0.0909090909091,0.19696969697,0.0909090909091,3500
496,8,221,0.59817351325,0.999999993377,0.682119200781,4,3,1,1,5.25791855204,10,0,0,0,0,1,0,4,1400,567.5,0,843300,100630,0,8533.33333333,2453.19328353,2800,52900,27850,0,0,0,0,1,0,0,0,0.0201741975797,0.323462858235,0.392827916423,0.117895206759,0.145639821003,0.322619047619,0.0737012987013,0.0361990950226,0.0226244343891,0.615384615385,0.384615384615,0.271590909091,0.1,0.6,-0.105,-0.125,-0.1,0.5,0.136363636364,0,0.136363636364,6200
48,12,535,0.511235954099,0.999999996785,0.700964627971,1,1,2,2,4.58504672897,5,0,1,0,0,0,0,-1,940,206.8,10000,843300,294960,3034.12462094,3650.95887306,3345.99774345,1100,1100,1100,0,0,0,0,1,0,0,0,0.0400020116026,0.502083060256,0.0400009697169,0.377913012356,0.0400009460678,0.404586260734,0.0434914129586,0.0467289719626,0.0299065420561,0.609756097561,0.390243902439,0.373904761905,0.1,0.8,-0.320052083333,-0.5,-0.125,0,0,0.5,0,817
101,9,296,0.615384613233,0.999999994253,0.810344822929,6,4,2,1,4.90540540541,6,0,0,0,0,0,1,-1,587,205.5,9200,843300,385150,2190.49175734,4368.37195523,3011.44149004,1900,6100,3300,1,0,0,0,0,0,0,0,0.333778572408,0.0333377788354,0.566189390572,0.033358410295,0.0333358478892,0.459632034632,0.0506493506494,0.0405405405405,0.0135135135135,0.75,0.25,0.267857142857,0.05,0.5,-0.425,-0.6,-0.1,1,0,0.5,0,2400
65,12,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,-1,305,106.6,0,843300,441700,0,6221.3125,4233.49081509,0,0,0,0,1,0,0,0,0,0,0,0.0333367434492,0.373090587837,0.0333353874823,0.526902383594,0.0333348976371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,25200
568,9,475,0.525386312306,0.999999996503,0.67832167595,3,3,6,2,4.61473684211,8,0,0,0,0,0,1,4,548,176.25,9800,690400,186475,2020.65696087,3278.6494186,2688.84526369,641,2900,1770.5,0,0,1,0,0,0,0,0,0.0250002640335,0.025000110191,0.899998337764,0.0250000864467,0.0250012015647,0.281535086535,0.0712065412065,0.0315789473684,0.0126315789474,0.714285714286,0.285714285714,0.26824963925,0.136363636364,0.416666666667,-0.117628205128,-0.230769230769,-0.025,0,0,0.5,0,2500
415,11,1073,0.411048688754,0.999999998369,0.590538335089,6,6,8,0,4.48462255359,10,0,0,0,0,1,0,4,515,239.555555556,0,843300,122970,0,3420.37647059,2309.19440351,0,0,0,0,1,0,0,0,0,0,0,0.0200025505818,0.232182120977,0.0200033840738,0.0200291013863,0.707782842981,0.487591991342,0.162052895022,0.0549860205033,0.0195712954334,0.7375,0.2625,0.415999706508,0.1,1,-0.329931972789,-0.7,-0.05,0,0,0.5,0,782
675,8,1221,0.403716215875,0.99999999854,0.592700729062,9,3,1,0,4.67731367731,10,0,0,0,0,1,0,217,642,400.8,3300,617900,142940,1561.83333333,4224.20408163,2718.14252654,560,15500,6253.33333333,1,0,0,0,0,0,0,0,0.0208400204637,0.0200049039356,0.71777710335,0.0200002039656,0.221377768285,0.458949248583,0.186699310175,0.0565110565111,0.017199017199,0.766666666667,0.233333333333,0.391331796223,0.0625,1,-0.162698412698,-0.6,-0.05,0.9,0.6,0.4,0.6,1600
687,8,87,0.816091944643,0.999999981132,0.924528284443,3,1,0,0,5.45977011494,10,0,0,0,0,1,0,217,4800,1063.66666667,0,69100,22750,0,4800,1981.45519529,0,0,0,0,0,1,0,0,0,0,0,0.0215065842682,0.0200668405873,0.52354873133,0.0200640953927,0.414813748422,0.542142857143,0.153928571429,0.0459770114943,0.0229885057471,0.666666666667,0.333333333333,0.516071428571,0.214285714286,1,-0.2625,-0.4,-0.125,0.75,0.8,0.25,0.8,2400
127,7,342,0.585669780107,0.999999995169,0.714975841957,13,3,1,0,5,4,0,0,0,1,0,0,-1,211,93.5,100300,843300,567700,2956.96190704,4391.51009421,3664.87350707,6000,86200,46100,0,0,1,0,0,0,0,0,0.597307469157,0.0500125270124,0.0502474331912,0.0501945527341,0.252238017905,0.393312757202,0.144341563786,0.0321637426901,0.0204678362573,0.611111111111,0.388888888889,0.371212121212,0.0333333333333,0.8,-0.206349206349,-0.5,-0.155555555556,0,0,0.5,0,4700
482,10,412,0.525198937599,0.999999996016,0.629482069205,22,1,11,0,4.39077669903,10,1,0,0,0,0,0,4,801,302.9,16100,843300,150480,1952.72046589,4051.62211221,3001.55231708,1200,1200,1200,0,0,0,0,1,0,0,0,0.0201269315759,0.0200214647944,0.0200103166263,0.020084957581,0.919756329422,0.454545454545,0.150078914141,0.0339805825243,0.0121359223301,0.736842105263,0.263157894737,0.377813852814,0.1,0.85,-0.2575,-0.5,-0.1875,0.5,0.5,0,0.5,1100
113,9,1079,0.388312911981,0.99999999844,0.533541340821,25,6,11,0,4.45597775718,7,0,0,0,0,1,0,-1,810,158.571428571,12900,843300,418728.571429,2486.57959184,3481.80085187,2931.05486669,810,48000,14402,0,0,1,0,0,0,0,0,0.0286145948715,0.0285721129345,0.0285847790128,0.0285715460534,0.885656967128,0.419900221729,0.166830984057,0.0463392029657,0.014828544949,0.757575757576,0.242424242424,0.323364718615,0.05,0.8,-0.136755952381,-0.2,-0.0714285714286,0,0,0.5,0,2500
228,6,522,0.393822393062,0.999999997118,0.46685878828,8,3,17,0,5.24329501916,7,0,0,0,0,0,1,-1,761,284.142857143,1300,843300,248971.428571,1092.2,4738.95555556,2564.99589477,1100,1300,1200,0,0,0,0,0,0,1,1,0.0285843765433,0.0285797409066,0.885658305601,0.0285726409614,0.0286049359874,0.45935828877,0.0711408199643,0.0114942528736,0.00766283524904,0.6,0.4,0.347121212121,0.136363636364,0.8,-0.258333333333,-0.5,-0.1,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,3500
59,12,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,-1,519,104.69875,0,843300,435833.333333,0,8361.49411765,5203.50598445,0,0,0,1,0,0,0,0,0,0,0,0.0222225700841,0.0222387569563,0.0222226804316,0.800005346151,0.133310646377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1200
62,11,1080,0.467570183478,0.999999998551,0.59999999913,84,4,1,2,4.9287037037,6,0,0,0,0,0,1,-1,752,256.333333333,1100,843300,277733.333333,926,6996.72222222,3484.43261603,16800,46300,27700,0,0,0,0,1,0,0,0,0.0333344248888,0.199956951874,0.700038973989,0.0333341620827,0.0333354871648,0.440617913832,0.0504934549577,0.0240740740741,0.0194444444444,0.553191489362,0.446808510638,0.411838161838,0.0333333333333,1,-0.363756613757,-1,-0.1,0,0,0.5,0,5900
100,8,1572,0.373401534288,0.999999998856,0.568649884933,6,4,3,0,4.52608142494,7,0,1,0,0,0,0,-1,473,66.7142857143,11700,843300,271728.571429,2119.43333333,3474.41517806,2790.16822095,656,1100,952,0,1,0,0,0,0,0,0,0.0285714980302,0.601088311354,0.028572689453,0.0286458468178,0.313121654345,0.539229347042,0.17223246326,0.0578880407125,0.0209923664122,0.733870967742,0.266129032258,0.416510870082,0.0333333333333,1,-0.279635642136,-0.714285714286,-0.05,0.85,0.45,0.35,0.45,1300
237,11,1409,0.387548637831,0.999999998866,0.486394557272,4,4,31,3,4.28956706884,10,0,1,0,0,0,0,-1,1600,299.32375,0,843300,341780,0,7356.58421488,2981.58250186,5600,11800,8700,0,0,0,0,1,0,0,0,0.122761815941,0.0203885305716,0.223789008671,0.61305962539,0.0200010194269,0.567275552196,0.146411774586,0.056068133428,0.0262597586941,0.681034482759,0.318965517241,0.482836045811,0.05,1,-0.281231231231,-1,-0.05,0,0,0.5,0,3200
581,11,953,0.46186440629,0.999999998088,0.68833651876,7,3,1,0,4.61804826863,7,0,0,0,0,1,0,4,1300,356.5,0,690400,291228.571429,0,5566.66666667,3149.5325669,1100,4500,2233.33333333,0,0,0,1,0,0,0,0,0.0285716085958,0.0285727043935,0.696498403739,0.0285716397168,0.217785643555,0.528908730159,0.0809499007937,0.0451206715635,0.0220356768101,0.671875,0.328125,0.331201550388,0.0625,1,-0.326256613757,-0.7,-0.1,0.4,-0.15,0.1,0.15,2000
265,10,560,0.509057970092,0.999999997015,0.683582087512,10,2,1,0,4.92678571429,6,0,0,0,0,0,1,-1,523,151.5,2500,843300,182150,1139.33333333,3608.69347252,2194.84034786,2500,2500,2500,0,0,0,0,1,0,0,0,0.0333357969623,0.0333336043836,0.86594138837,0.033333483942,0.0340557263426,0.25891955267,0.0550505050505,0.025,0.0267857142857,0.48275862069,0.51724137931,0.321261595547,0.136363636364,0.8,-0.116349206349,-0.2,-0.05,0.288888888889,-0.155555555556,0.211111111111,0.155555555556,1300
710,11,308,0.60606060402,0.999999994764,0.764397901757,7,5,1,0,5.03896103896,4,0,1,0,0,0,0,217,423,340.25,5000,51900,28475,1555.85714286,2553.14015477,2104.57290179,936,2900,1918,1,0,0,0,0,0,0,0,0.0500047227655,0.5249922031,0.32397767386,0.051025368022,0.0500000322525,0.369540229885,0.0149425287356,0.0292207792208,0.038961038961,0.428571428571,0.571428571429,0.405555555556,0.0333333333333,1,-0.273611111111,-0.4,-0.1,0.233333333333,0.0666666666667,0.266666666667,0.0666666666667,1900
184,12,1189,0.433590402371,0.999999998514,0.62407132151,3,1,3,1,4.56602186712,7,0,0,0,0,1,0,-1,358,79.2857142857,14300,843300,288414.285714,2494.28125,4330.50331126,3371.79935448,35700,35700,35700,0,1,0,0,0,0,0,0,0.0288311469714,0.0285776704011,0.0288968202603,0.0305239944782,0.883170367889,0.538257575758,0.174425054113,0.040370058873,0.0185029436501,0.685714285714,0.314285714286,0.417708333333,0.05,1,-0.154843073593,-0.4,-0.0666666666667,0.333333333333,0.25,0.166666666667,0.25,67800
